District,Block,State,ASSAM AND BENGAL PLAIN  HOT SUBHUMID  TO HUMID  (INCLUSION  OF PERHUMID) ECO-REGION,CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,DECCAN PLATU  HOT SEMI-ARID ECO-REGION,EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,EASTERN HIMALAYAS  WARM PERHUMID ECO-REGION,EASTERN PLAIN  HOT SUBAUMID (MOIST) ECO-REGION,EASTERN PLATEAU (CHHATTISGARH REGION),EASTERN PLATEAU (CHHOTANAGPUR) AND EASTERN GHATS  HOT SUBHUMID ECO-REGION,KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),WESTERN GHATS AND COASTAL PLAIN  HOT HUMID-PERHUMID ECO-REGION,zones_list,zone_count,is_shared,zone_label,display_color
Osmanabad,Umarga,MH,0.0,0.0,0.0,0.0,1081.1739193963945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Osmanabad,Washi,MH,0.0,0.0,0.0,0.0,624.0010710973543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Palghar,Dahanu,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.2688861258976,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Palghar,Jawhar,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.8367983523201,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Palghar,Mokhada,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0144820520416,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Palghar,Palghar,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.2025604880596,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Palghar,Talasari,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.30713270579986,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Palghar,Vada,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.1359488680216,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Palghar,Vasai,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.8405194627951,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Palghar,Vikramgad,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.1422491014456,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Parbhani,Gangakhed,MH,0.0,0.0,0.0,0.0,786.2085821883662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Parbhani,Jintur,MH,0.0,0.0,0.0,0.0,1304.9231742046202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Parbhani,Manwath,MH,0.0,0.0,0.0,0.0,633.5321989199714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Parbhani,Palam,MH,0.0,0.0,0.0,0.0,566.7928603916878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Parbhani,Parbhani,MH,0.0,0.0,0.0,0.0,1237.3570633834215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Parbhani,Pathri,MH,0.0,0.0,0.0,0.0,653.7906430448925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Parbhani,Purna,MH,0.0,0.0,0.0,0.0,732.736032694323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Parbhani,Sailu,MH,0.0,0.0,0.0,0.0,824.6497738509538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Parbhani,Sonpeth,MH,0.0,0.0,0.0,0.0,485.2159838397886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Pune,Ambegaon,MH,0.0,0.0,0.0,0.0,1035.384687272426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.73698197713814,Deccan Plateau (Semi-Arid); Western Ghats & Coastal Plain (Humid–Perhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
Pune,Baramati,MH,0.0,0.0,0.0,0.0,1562.2421962394976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Pune,Bhor,MH,0.0,0.0,0.0,0.0,991.7028257338308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8880844787790574,Deccan Plateau (Semi-Arid); Western Ghats & Coastal Plain (Humid–Perhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
Pune,Daund,MH,0.0,0.0,0.0,0.0,1405.9195039496904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Pune,Haveli,MH,0.0,0.0,0.0,0.0,1427.7407592551688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Pune,Indapur,MH,0.0,0.0,0.0,0.0,1638.2885839189933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Pune,Junnar,MH,0.0,0.0,0.0,0.0,1485.2314895161571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Pune,Khed,MH,0.0,0.0,0.0,0.0,1520.0567759298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.7723189919225,Deccan Plateau (Semi-Arid); Western Ghats & Coastal Plain (Humid–Perhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
Pune,Mawal,MH,0.0,0.0,0.0,0.0,679.0425338849179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.036934323376,Deccan Plateau (Semi-Arid); Western Ghats & Coastal Plain (Humid–Perhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
Pune,Mulshi,MH,0.0,0.0,0.0,0.0,568.3903276324974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.3083588217166,Deccan Plateau (Semi-Arid); Western Ghats & Coastal Plain (Humid–Perhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
Pune,Pune City,MH,0.0,0.0,0.0,0.0,139.20566446011614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Pune,Purandhar,MH,0.0,0.0,0.0,0.0,1204.204666073523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Pune,Shirur,MH,0.0,0.0,0.0,0.0,1745.200617696109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Pune,Velhe,MH,0.0,0.0,0.0,0.0,507.89939914405073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.07373720188514,Deccan Plateau (Semi-Arid); Western Ghats & Coastal Plain (Humid–Perhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
Raigad,Alibag,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.0057341136786,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Raigad,Karjat,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.3134404191204,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Raigad,Khalapur,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.2155990884246,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Raigad,Mahad,MH,0.0,0.0,0.0,0.0,40.10064723794372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.1542890986059,Deccan Plateau (Semi-Arid); Western Ghats & Coastal Plain (Humid–Perhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
Raigad,Mangaon,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.8917257364508,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Raigad,Mhasla,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0816361940688,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Raigad,Murud,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.68128017947527,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Raigad,Panvel,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.6254016057787,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Raigad,Pen,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.781426773219,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Raigad,Poladpur,MH,0.0,0.0,0.0,0.0,31.684811974649776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.65636627017983,Deccan Plateau (Semi-Arid); Western Ghats & Coastal Plain (Humid–Perhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
Raigad,Roha,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.4075438739214,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Raigad,Shrivardhan,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.2867890447309,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Raigad,Sudhagad,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.45445148286336,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Raigad,Tala,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.58219549672845,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Raigad,Uran,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.1953876163697,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Ratnagiri,Chiplun,MH,0.0,0.0,0.0,0.0,4.725783263119635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227.326057936597,Deccan Plateau (Semi-Arid); Western Ghats & Coastal Plain (Humid–Perhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
Ratnagiri,Dapoli,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.3646475273532,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Ratnagiri,Guhagar,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0565565993836,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Ratnagiri,Khed,MH,0.0,0.0,0.0,0.0,10.557181051045331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154.2359990190118,Deccan Plateau (Semi-Arid); Western Ghats & Coastal Plain (Humid–Perhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
Ratnagiri,Lanja,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.5467046778954,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Ratnagiri,Mandangad,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.9235470493717,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Ratnagiri,Rajapur,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1312.4217040851524,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Ratnagiri,Ratnagiri,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053.388671168677,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Ratnagiri,Sangameshwar,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387.0743905067002,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Sangli,Atpadi,MH,0.0,0.0,0.0,0.0,960.944092600052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Sangli,Jat,MH,0.0,0.0,0.0,0.0,2448.280419698495,0.0,0.0,0.0,0.0,0.0,0.0,1.619753277791214,0.0,Deccan Plateau (Semi-Arid); Karnataka Plateau (incl. Rayalaseema),2,True,Shared: Deccan Plateau (Semi-Arid) + Karnataka Plateau (incl. Rayalaseema),#888888
Sangli,Kadegaon,MH,0.0,0.0,0.0,0.0,631.4058739518763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Sangli,Kavathemahankal,MH,0.0,0.0,0.0,0.0,830.4043260224549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Sangli,Khanapur,MH,0.0,0.0,0.0,0.0,771.1481283623486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Sangli,Miraj,MH,0.0,0.0,0.0,0.0,1093.993317379602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Sangli,Palus,MH,0.0,0.0,0.0,0.0,303.36211129720743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Sangli,Shirala,MH,0.0,0.0,0.0,0.0,581.8422534603393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.07426312673384,Deccan Plateau (Semi-Arid); Western Ghats & Coastal Plain (Humid–Perhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
Sangli,Tasgaon,MH,0.0,0.0,0.0,0.0,870.1542703202658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Sangli,Walwa,MH,0.0,0.0,0.0,0.0,863.5629093624904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Satara,Jaoli,MH,0.0,0.0,0.0,0.0,648.8823110298357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.210873489967876,Deccan Plateau (Semi-Arid); Western Ghats & Coastal Plain (Humid–Perhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
Satara,Karad,MH,0.0,0.0,0.0,0.0,1144.600598395767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Satara,Khandala,MH,0.0,0.0,0.0,0.0,561.0054114211944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Satara,Khatav,MH,0.0,0.0,0.0,0.0,1521.815807163673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Satara,Koregaon,MH,0.0,0.0,0.0,0.0,999.45066093271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Satara,Mahabaleshwar,MH,0.0,0.0,0.0,0.0,498.58825308224544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.54276271658577,Deccan Plateau (Semi-Arid); Western Ghats & Coastal Plain (Humid–Perhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
Satara,Man,MH,0.0,0.0,0.0,0.0,1690.1762621737355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Satara,Patan,MH,0.0,0.0,0.0,0.0,1258.0516214199954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.8496630637753,Deccan Plateau (Semi-Arid); Western Ghats & Coastal Plain (Humid–Perhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
Satara,Phaltan,MH,0.0,0.0,0.0,0.0,1316.0531105165433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Satara,Satara,MH,0.0,0.0,0.0,0.0,957.7224223452336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Satara,Wai,MH,0.0,0.0,0.0,0.0,679.6744589586782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Sindhudurg,Devgad,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.8000701324453,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Sindhudurg,Dodamarg,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.2218503451236,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Sindhudurg,Kankavli,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.3788335879993,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Sindhudurg,Kudal,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921.7062623891476,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Sindhudurg,Malwan,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0251587600136,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Sindhudurg,Sawantwadi,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0825698400424,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Sindhudurg,Vaibhavvadi,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.4839685242324,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Sindhudurg,Vengurla,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.61359071720807,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Solapur,Akkalkot,MH,0.0,0.0,0.0,0.0,1554.257547425424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Solapur,Barshi,MH,0.0,0.0,0.0,0.0,1728.649377697884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Solapur,Karmala,MH,0.0,0.0,0.0,0.0,1782.6126369702122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Solapur,Madha,MH,0.0,0.0,0.0,0.0,1674.116052109547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Solapur,Malshiras,MH,0.0,0.0,0.0,0.0,1772.5691206685146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Solapur,Mangalvedhe,MH,0.0,0.0,0.0,0.0,1255.967649953256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Solapur,Mohol,MH,0.0,0.0,0.0,0.0,1443.2530441877066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Solapur,Pandharpur,MH,0.0,0.0,0.0,0.0,1443.9453679826872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Solapur,Sangole,MH,0.0,0.0,0.0,0.0,1764.144869104602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Solapur,Solapur North,MH,0.0,0.0,0.0,0.0,734.0205521138425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Solapur,Solapur South,MH,0.0,0.0,0.0,0.0,1333.483941381015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deccan Plateau (Semi-Arid),1,False,Deccan Plateau (Semi-Arid),#fa9b58
Thane,Ambarnath,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0245608995623,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Thane,Bhiwandi,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.4098197814695,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Thane,Kalyan,MH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.3704224268852,Western Ghats & Coastal Plain (Humid–Perhumid),1,False,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
Thane,Murbad,MH,0.0,0.0,0.0,0.0,171.44970883140462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839.7814254019631,Deccan Plateau (Semi-Arid); Western Ghats & Coastal Plain (Humid–Perhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
Thane,Shahapur,MH,0.0,0.0,0.0,0.0,20.065662664716672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1824.117652550197,Deccan Plateau (Semi-Arid); Western Ghats & Coastal Plain (Humid–Perhumid),2,True,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
