State,District,Block,DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,DECCAN PLATU  HOT SEMI-ARID ECO-REGION,EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),WESTERN GHATS AND COASTAL PLAIN  HOT HUMID-PERHUMID ECO-REGION
TN,Dindigul,Palani,0.0,0.0,0.0,746.6331898372047,0.0,0.0
TN,Dindigul,Vedasandur,0.0,0.0,0.0,1087.5532965742748,0.0,0.0
TN,Erode,Bhavani,0.0,0.0,0.0,1568.6642209362813,0.0,0.0
TN,Erode,Erode,0.0,0.0,0.0,779.8595766326195,0.0,0.0
TN,Erode,Gobichettipalayam,0.0,0.0,0.0,695.9508745511889,0.0,0.0
TN,Erode,Perundurai,0.0,0.0,0.0,614.0900255233155,0.0,0.0
TN,Erode,Sathyamangalam,0.0,0.0,0.0,2308.972085424393,0.0,71.5378088589003
TN,Kallakurichi,Kallakkurichi,0.0,0.0,0.0,1055.3508563966761,0.0,0.0
TN,Kallakurichi,Sankarapuram,0.0,0.0,0.0,1382.248300185834,0.0,0.0
TN,Kallakurichi,Tirukkoyilur,0.0,0.0,0.0,755.2576775061982,0.0,0.0
TN,Kallakurichi,Ulundurpettai,0.0,0.0,31.2683429182782,756.6558259435152,0.0,0.0
TN,Kanchipuram,Kancheepuram,0.0,0.0,601.0188403784159,82.96730186625823,0.0,0.0
TN,Kanchipuram,Sriperumbudur,0.0,0.0,681.6625334731274,0.0,0.0,0.0
TN,Kanchipuram,Uthiramerur,0.0,0.0,387.29140675067293,68.5965143203192,0.0,0.0
TN,Kanniyakumari,Agastheeswaram,0.0,0.0,285.66784879834745,0.0,0.0,0.0
TN,Kanniyakumari,Kalkulam,0.0,0.0,602.8499047297014,52.14798424579897,0.0,0.0
TN,Kanniyakumari,Thovala,0.0,0.0,377.58928162738476,7.051139453453362,0.0,0.0
TN,Kanniyakumari,Vilavancode,0.0,0.0,378.3475198774261,12.862346557813371,0.0,9.483547501158743
TN,Karur,Aravakurichi,0.0,0.0,0.0,1020.7447656439552,0.0,0.0
TN,Karur,Kadavur,0.0,0.0,0.0,501.7383646821261,0.0,0.0
TN,Karur,Karur,0.0,0.0,0.0,643.509732296587,0.0,0.0
TN,Karur,Krishnarayapuram,0.0,0.0,0.0,348.5305813503137,0.0,0.0
TN,Karur,Kulithalai,0.0,0.0,0.0,513.6165599979087,0.0,0.0
TN,Krishnagiri,Denkanikottai,0.0,0.0,0.0,2044.729740085379,0.0,0.0
TN,Krishnagiri,Hosur,0.0,0.0,0.0,1029.427960934794,0.0,0.0
TN,Krishnagiri,Krishnagiri,0.0,0.0,0.0,1399.6697222415057,0.0,0.0
TN,Krishnagiri,Pochampalli,0.0,0.0,0.0,389.4947853685566,0.0,0.0
TN,Krishnagiri,Uthangarai,0.0,0.0,0.0,548.9713560758543,0.0,0.0
TN,Madurai,Madurai North,0.0,0.0,0.0,414.9872465112485,0.0,0.0
TN,Madurai,Madurai South,0.0,0.0,0.0,296.62261987959346,0.0,0.0
TN,Madurai,Melur,0.0,0.0,0.0,674.6714215227528,0.0,0.0
TN,Madurai,Peraiyur,0.0,0.0,0.0,902.8363699271544,0.0,0.0
TN,Madurai,Thirumangalam,0.0,0.0,0.0,551.2696386086603,0.0,0.0
TN,Madurai,Usilampatti,0.0,0.0,0.0,504.2831833482165,0.0,0.0
TN,Madurai,Vadipatti,0.0,0.0,0.0,502.2541574226682,0.0,0.0
TN,Nagapattinam,Kilvelur,0.0,0.0,289.22868963927726,0.0,0.0,0.0
TN,Nagapattinam,Kuthalam,0.0,0.0,193.0536318437117,0.0,0.0,0.0
TN,Nagapattinam,Mayiladuthurai,0.0,0.0,251.83958832948966,0.0,0.0,0.0
TN,Nagapattinam,Nagapattinam,0.0,0.0,320.2883409119306,0.0,0.0,0.0
TN,Nagapattinam,Sirkali,0.0,0.0,481.78608737204723,0.0,0.0,0.0
TN,Nagapattinam,Tharangambadi,0.0,0.0,299.00043414293515,0.0,0.0,0.0
TN,Nagapattinam,Thirukkuvalai,0.0,0.0,150.8562555354171,0.0,0.0,0.0
TN,Nagapattinam,Vedaranyam,0.0,0.0,659.9758620713535,0.0,0.0,0.0
TN,Namakkal,Namakkal,0.0,0.0,0.0,1290.1647945303318,0.0,0.0
TN,Namakkal,Paramathi-Velur,0.0,0.0,0.0,555.0844335841371,0.0,0.0
TN,Namakkal,Rasipuram,0.0,0.0,0.0,876.7884112349548,0.0,0.0
TN,Namakkal,Tiruchengode,0.0,0.0,0.0,853.7998751068736,0.0,0.0
TN,Perambalur,Kunnam,0.0,0.0,0.0,910.6862304184331,0.0,0.0
TN,Perambalur,Perambalur,0.0,0.0,0.0,341.79321234357894,0.0,0.0
TN,Perambalur,Veppanthattai,0.0,0.0,0.0,584.7806271443666,0.0,0.0
TN,Pudukkottai,Alangudi,0.0,0.0,0.20572845293736697,372.02350284842134,0.0,0.0
TN,Pudukkottai,Aranthangi,0.0,0.0,117.0791183029331,312.0656564754195,0.0,0.0
TN,Pudukkottai,Avudayarkoil,0.0,0.0,369.0869966302214,100.95540561098119,0.0,0.0
TN,Pudukkottai,Gandarvakkottai,0.0,0.0,0.0,363.2812732817794,0.0,0.0
TN,Pudukkottai,Iluppur,0.0,0.0,0.0,692.8160392206673,0.0,0.0
TN,Pudukkottai,Karambakudi,0.0,0.0,4.34962549357036,284.90503698425556,0.0,0.0
TN,Pudukkottai,Kulathur,0.0,0.0,0.0,658.1673505015974,0.0,0.0
TN,Pudukkottai,Manamelkudi,0.0,0.0,248.92660184288073,0.0,0.0,0.0
TN,Pudukkottai,Ponnamaravathi,0.0,0.0,0.0,366.10964456356396,0.0,0.0
TN,Pudukkottai,Pudukkottai,0.0,0.0,0.0,323.9006237501148,0.0,0.0
TN,Pudukkottai,Thirumayam,0.0,0.0,0.0,640.0456129603241,0.0,0.0
TN,Ramanathapuram,Kadaladi,0.0,0.0,637.8404723823568,0.0,0.0,0.0
TN,Ramanathapuram,Kamuthi,0.0,0.0,98.2043209879424,496.4495994974548,0.0,0.0
TN,Ramanathapuram,Mudukulathur,0.0,0.0,301.6965640947395,203.3709332126483,0.0,0.0
TN,Ramanathapuram,Paramakudi,0.0,0.0,406.4483731203367,360.4761603935172,0.0,0.0
TN,Ramanathapuram,Ramanathapuram,0.0,0.0,792.792930805895,0.0,0.0,0.0
TN,Ramanathapuram,Rameswaram,0.0,0.0,88.50223832631666,0.0,0.0,0.0
TN,Ramanathapuram,Tiruvadanai,0.0,0.0,775.6773738772171,89.58380052851689,0.0,0.0
TN,Ranipet,Arakonam,0.0,0.0,32.9121132368361,864.4177616404041,0.0,0.0
TN,Ranipet,Arcot,0.0,0.0,0.0,547.7100840987597,0.0,0.0
TN,Ranipet,Wallajah,0.0,0.0,0.0,512.7404557207177,0.0,0.0
TN,Salem,Attur,0.0,0.0,0.0,1273.8808807688483,0.0,0.0
TN,Salem,Edappadi,0.0,0.0,0.0,320.5047124296763,0.0,0.0
TN,Salem,Gangavalli,0.0,0.0,0.0,552.4121624071773,0.0,0.0
TN,Salem,Mettur,0.0,0.0,0.0,817.9402736914667,0.0,0.0
TN,Salem,Omalur,0.0,0.0,0.0,686.9607882699606,0.0,0.0
TN,Salem,Salem,0.0,0.0,0.0,543.8878895072229,0.0,0.0
TN,Salem,Sankari,0.0,0.0,0.0,458.0249936594402,0.0,0.0
TN,Salem,Vazhapadi,0.0,0.0,0.0,437.61001510616285,0.0,0.0
TN,Salem,Yercaud,0.0,0.0,0.0,403.74400552664997,0.0,0.0
TN,Sivaganga,Devakottai,0.0,0.0,67.11813115195935,520.9699064225586,0.0,0.0
TN,Sivaganga,Ilayangudi,0.0,0.0,52.227503228847354,349.6283750192339,0.0,0.0
TN,Sivaganga,Karaikkudi,0.0,0.0,0.0,636.2779497173151,0.0,0.0
TN,Sivaganga,Manamadurai,0.0,0.0,0.0,724.1916591480745,0.0,0.0
TN,Sivaganga,Sivaganga,0.0,0.0,0.0,1084.923219287478,0.0,0.0
TN,Sivaganga,Thiruppathur,0.0,0.0,0.0,941.9346620971357,0.0,0.0
TN,Tenkasi,Alangulam,0.0,0.0,0.0,297.9351456918582,0.0,0.0
TN,Tenkasi,Sankarankoil,0.0,0.0,0.0,1003.8786190942636,0.0,0.0
TN,Tenkasi,Shenkottai,0.0,0.0,0.0,215.0698071366033,0.0,5.3540897042932585
TN,Tenkasi,Sivagiri,0.0,0.0,0.0,567.5269154289507,0.0,3.731723731272285
TN,Tenkasi,Tenkasi,0.0,0.0,0.0,523.2583867090302,0.0,2.253776153542965
TN,Tenkasi,Veerakeralamputhur,0.0,0.0,0.0,274.52110654321905,0.0,0.0
TN,Thanjavur,Kumbakonam,0.0,0.0,45.93866675526623,245.8823092228745,0.0,0.0
TN,Thanjavur,Orathanadu,0.0,0.0,234.20040708114237,394.4957923824264,0.0,0.0
TN,Thanjavur,Papanasam,0.0,0.0,0.0,396.69101417063126,0.0,0.0
TN,Thanjavur,Pattukkottai,0.0,0.0,690.8491620546735,11.40272504833146,0.0,0.0
TN,Thanjavur,Peravurani,0.0,0.0,298.55686608392733,6.362000670981891,0.0,0.0
TN,Thanjavur,Thanjavur,0.0,0.0,0.0,649.1582475660875,0.0,0.0
TN,Thanjavur,Thiruvaiyaru,0.0,0.0,0.0,292.4241505638875,0.0,0.0
TN,Thanjavur,Thiruvidaimarudur,0.0,0.0,138.27256367797,141.03843338843225,0.0,0.0
TN,The Nilgiris,Coonoor,0.0,0.0,0.0,24.487832791077615,0.0,205.93581992427033
TN,The Nilgiris,Gudalur,0.0,0.0,0.0,30.828005060463333,0.0,453.171939301291
TN,The Nilgiris,Kotagiri,0.0,0.0,0.0,20.591886220510048,0.0,405.0089628321407
TN,The Nilgiris,Kundah,0.0,0.0,0.0,0.002369119967341815,0.0,332.45492859158367
TN,The Nilgiris,Panthalur,0.0,0.0,0.0,0.0,0.0,288.7810951344639
TN,The Nilgiris,Udhagamandalam,0.0,0.0,0.0,5.599977488846833,0.0,917.8183521314872
TN,Theni,Andipatti,0.0,0.0,0.0,980.4228991760682,0.0,1.6930132400018696
TN,Theni,Bodinayakanur,0.0,0.0,0.0,543.8436420669956,0.0,4.269516152229929
TN,Theni,Periyakulam,0.0,0.0,0.0,408.4200353847344,0.0,0.0
TN,Theni,Theni,0.0,0.0,0.0,222.3267624731572,0.0,0.0
TN,Theni,Uthamapalayam,0.0,0.0,0.0,801.9848126668659,0.0,8.653235370931121
TN,Thiruvallur,Ambattur,0.0,0.0,190.58611732057662,0.0,0.0,0.0
TN,Thiruvallur,Gummidipoondi,0.0,0.0,362.93243116980705,91.24397372699754,0.0,0.0
TN,Thiruvallur,Mathavaram,0.0,0.0,142.4608011657526,0.0,0.0,0.0
TN,Thiruvallur,Pallipattu,0.0,0.0,0.0,363.0043823945289,0.0,0.0
TN,Thiruvallur,Ponneri,0.0,0.0,695.1719691182037,0.0,0.0,0.0
TN,Thiruvallur,Poonamallee,0.0,0.0,161.54612250699202,0.0,0.0,0.0
TN,Thiruvallur,Thiruvallur,0.0,0.0,672.1961396146253,43.418840597862335,0.0,0.0
TN,Thiruvallur,Tiruttani,0.0,0.0,70.0109593344693,408.040118158965,0.0,0.0
TN,Thiruvallur,Uthukkottai,0.0,0.0,367.75177482349926,21.72098080338508,0.0,0.0
TN,Thiruvarur,Kudavasal,0.0,0.0,334.830171551174,0.28191500601349917,0.0,0.0
TN,Thiruvarur,Mannargudi,0.0,0.0,560.0749155562033,31.72622911696887,0.0,0.0
TN,Thiruvarur,Nannilam,0.0,0.0,241.6025855649603,0.0,0.0,0.0
TN,Thiruvarur,Needamangalam,0.0,0.0,203.95012634176302,37.001891918236986,0.0,0.0
TN,Thiruvarur,Thiruthuraipoondi,0.0,0.0,549.3143313616275,0.0,0.0,0.0
TN,Thiruvarur,Thiruvarur,0.0,0.0,148.3243166069563,0.0,0.0,0.0
TN,Thiruvarur,Valangaiman,0.0,0.0,44.61372841066553,178.41062416795893,0.0,0.0
TN,Tiruchirappalli,Lalgudi,0.0,0.0,0.0,598.8421751728955,0.0,0.0
TN,Tiruchirappalli,Manachanallur,0.0,0.0,0.0,395.7131153964803,0.0,0.0
TN,Tiruchirappalli,Manapparai,0.0,0.0,0.0,1133.0172227950566,0.0,0.0
TN,Tiruchirappalli,Musiri,0.0,0.0,0.0,683.3140568201214,0.0,0.0
TN,Tiruchirappalli,Srirangam,0.0,0.0,0.0,403.73604221668506,0.0,0.0
TN,Tiruchirappalli,Thiruverumbur,0.0,0.0,0.0,278.2166352825903,0.0,0.0
TN,Tiruchirappalli,Thottiyam,0.0,0.0,0.0,284.6597402404694,0.0,0.0
TN,Tiruchirappalli,Thuraiyur,0.0,0.0,0.0,836.4091223495909,0.0,0.0
TN,Tiruchirappalli,Tiruchirappalli West,0.0,0.0,0.0,79.56732558668128,0.0,0.0
TN,Tirunelveli,Ambasamudram,0.0,0.0,0.0,1212.6692370724656,0.0,8.266317357378792
TN,Tirunelveli,Nanguneri,0.0,0.0,94.61013955459632,864.5355748539088,0.0,0.0
TN,Tirunelveli,Palayamkottai,0.0,0.0,0.0,329.2601627563845,0.0,0.0
TN,Tirunelveli,Radhapuram,0.0,0.0,872.0602129799859,34.75848036696183,0.0,0.0
TN,Tirunelveli,Tirunelveli,0.0,0.0,0.0,583.1052700527549,0.0,0.0
TN,Tirupathur,Ambur,0.0,0.0,0.0,586.7946624506139,0.0,0.0
TN,Tirupathur,Tirupathur,0.0,0.0,0.0,1058.2392411905028,0.0,0.0
TN,Tirupathur,Vaniyambadi,0.0,0.0,0.0,559.367356955304,0.0,0.0
TN,Tiruppur,Avanashi,0.0,0.0,0.0,735.4203386217362,0.0,0.0
TN,Tiruppur,Dharapuram,0.0,0.0,0.0,1410.3732478370882,0.0,0.0
TN,Tiruppur,Kangeyam,0.0,0.0,0.0,896.9874018524598,0.0,0.0
TN,Tiruppur,Madathukulam,0.0,0.0,0.0,568.452581735343,0.0,0.0
TN,Tiruppur,Palladam,0.0,0.0,0.0,498.6830734888966,0.0,0.0
TN,Tiruppur,Tiruppurnorth,0.0,0.0,0.0,382.3414713493307,0.0,0.0
TN,Tiruppur,Udumalaipettai,0.0,0.0,0.0,908.8992905803574,0.0,1.6408243824509698
TN,Tiruvannamalai,Arani,0.0,0.0,0.0,441.64485225901706,0.0,0.0
TN,Tiruvannamalai,Chengam,0.0,0.0,0.0,1063.1474099402417,0.0,0.0
TN,Tiruvannamalai,Cheyyar,0.0,0.0,67.26513359041925,832.8297323908062,0.0,0.0
TN,Tiruvannamalai,Polur,0.0,0.0,0.0,1450.0000850047757,0.0,0.0
TN,Tiruvannamalai,Thandrampet,0.0,0.0,0.0,717.2993547388227,0.0,0.0
TN,Tiruvannamalai,Tiruvannamalai,0.0,0.0,0.0,1027.3452473267982,0.0,0.0
TN,Tiruvannamalai,Vandavasi,0.0,0.0,45.81013280318866,884.9429319362062,0.0,0.0
TN,Tuticorin,Ettayapuram,0.0,0.0,0.0,522.7863854203255,0.0,0.0
TN,Tuticorin,Kovilpatti,0.0,0.0,0.0,848.0255129683408,0.0,0.0
TN,Tuticorin,Ottapidaram,0.0,0.0,265.84806793936303,486.33709711899473,0.0,0.0
TN,Tuticorin,Sathankulam,0.0,0.0,310.82715102635706,57.090667960986025,0.0,0.0
TN,Tuticorin,Srivaikuntam,0.0,0.0,184.91552378582116,429.48845454771254,0.0,0.0
TN,Tuticorin,Thoothukkudi,0.0,0.0,324.17338171399155,46.596533321293016,0.0,0.0
TN,Tuticorin,Tiruchendur,0.0,0.0,490.6579487397885,19.0881891640915,0.0,0.0
TN,Tuticorin,Vilathikulam,0.0,0.0,368.42323428416097,532.4900263639906,0.0,0.0
TN,Vellore,Gudiyatham,0.0,0.0,0.0,765.196529102153,0.0,0.0
TN,Vellore,Katpadi,0.0,0.0,0.0,560.2376819363011,0.0,0.0
TN,Vellore,Vellore,0.0,0.0,0.0,939.0534326367199,0.0,0.0
TN,Villupuram,Gingee,0.0,0.0,0.0,1126.609131314193,0.0,0.0
TN,Villupuram,Tindivanam,0.0,0.0,812.7688791658765,252.30005614109794,0.0,0.0
TN,Villupuram,Vanur,0.0,0.0,442.85312817835546,0.0,0.0,0.0
TN,Villupuram,Viluppuram,0.0,0.0,447.3887311583882,494.5799031050367,0.0,0.0
TN,Virudhunagar,Aruppukkottai,0.0,0.0,0.0,652.3961446190029,0.0,0.0
TN,Virudhunagar,Kariapatti,0.0,0.0,0.0,420.2524957507159,0.0,0.0
TN,Virudhunagar,Rajapalayam,0.0,0.0,0.0,491.02517833967056,0.0,2.858694983727169
TN,Virudhunagar,Sattur,0.0,0.0,0.0,515.4061580128375,0.0,0.0
TN,Virudhunagar,Sivakasi,0.0,0.0,0.0,599.7248077489448,0.0,0.0
TN,Virudhunagar,Srivilliputhur,0.0,0.0,0.0,721.5168672667312,0.0,0.36107134581210626
TN,Virudhunagar,Tiruchuli,0.0,0.0,0.0,548.4331009871952,0.0,0.0
TN,Virudhunagar,Virudhunagar,0.0,0.0,0.0,438.2731275655619,0.0,0.0
