State,District,Block,zone_count,zone_label,display_color
Andhra Pradesh,Vizianagaram,Gajapathinagaram,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
Andhra Pradesh,Vizianagaram,Gantyada,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
Andhra Pradesh,Vizianagaram,Garividi,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,Vizianagaram,Gurla,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,Vizianagaram,Jami,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,Vizianagaram,Kothavalasa,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,Vizianagaram,Lakkavarapukota,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,Vizianagaram,Mentada,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
Andhra Pradesh,Vizianagaram,Merakamudidam,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
Andhra Pradesh,Vizianagaram,Nellimarla,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,Vizianagaram,Pusapatirega,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,Vizianagaram,Rajam,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,Vizianagaram,Ramabhadrapuram,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
Andhra Pradesh,Vizianagaram,Regidiamadalavalasa,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
Andhra Pradesh,Vizianagaram,Santhakaviti,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,Vizianagaram,Srungavarapukota,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
Andhra Pradesh,Vizianagaram,Therlam,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
Andhra Pradesh,Vizianagaram,Vangara,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
Andhra Pradesh,Vizianagaram,Vepada,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
Andhra Pradesh,Vizianagaram,Vizianagaram,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,West Godavari,Achanta,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,West Godavari,Akividu,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Eastern Coastal Plain (Subhumid–Semi-Arid),#888888
Andhra Pradesh,West Godavari,Attili,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,West Godavari,Bhimavaram,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,West Godavari,Iragavaram,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,West Godavari,Kalla,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,West Godavari,Mogalthur,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,West Godavari,Narasapuram,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,West Godavari,Palacoderu,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,West Godavari,Palacole,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,West Godavari,Pentapadu,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Eastern Coastal Plain (Subhumid–Semi-Arid),#888888
Andhra Pradesh,West Godavari,Penugonda,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,West Godavari,Penumantra,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,West Godavari,Poduru,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,West Godavari,Tadepalligudem,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Eastern Coastal Plain (Subhumid–Semi-Arid),#888888
Andhra Pradesh,West Godavari,Tanuku,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Eastern Coastal Plain (Subhumid–Semi-Arid),#888888
Andhra Pradesh,West Godavari,Undi,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,West Godavari,Veeravasaram,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,West Godavari,Yelamanchili,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
Andhra Pradesh,Y.S.R.Kadapa,Atlur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,B.Kodur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Badvel,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Brahmamgarimattam,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Chakrayapet,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Karnataka Plateau (incl. Rayalaseema),#888888
Andhra Pradesh,Y.S.R.Kadapa,Chapad,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Chennur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Chinthakommadinne,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Duvvur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Gopavaram,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Jammalamadugu,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Kalasapadu,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Kamalapuram,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Khajipet,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Kondapuram,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Karnataka Plateau (incl. Rayalaseema),#888888
Andhra Pradesh,Y.S.R.Kadapa,Lingala,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Karnataka Plateau (incl. Rayalaseema),#888888
Andhra Pradesh,Y.S.R.Kadapa,Muddanur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Mylavaram,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Peddamudium,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Pendlimarri,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Porumamilla,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Proddatur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Pulivendla,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Karnataka Plateau (incl. Rayalaseema),#888888
Andhra Pradesh,Y.S.R.Kadapa,Rajupalem,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,S.Mydukur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Sidhout,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Simhadripuram,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Sri Avadhutha Kasinayana,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Thondur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Vallur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Veerapunayunipalle,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Vempalle,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Vemula,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Karnataka Plateau (incl. Rayalaseema),#888888
Andhra Pradesh,Y.S.R.Kadapa,Vontimitta,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Y.S.R.Kadapa,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Y.S.R.Kadapa,Yerraguntla,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
Andhra Pradesh,Yanam,Yanam,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
CG,Balod,Balod,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Balod,Dondi,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Balod,Dondi Luhara,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Balod,Gunderdehi,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Balod,Gurur,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Baloda Bazar,Baloda Bazar,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Baloda Bazar,Bhatapara,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Baloda Bazar,Bilaigarh,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Baloda Bazar,Kasdol,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Baloda Bazar,Palari,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Baloda Bazar,Simga,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Balrampur,Balrampur,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Balrampur,Rajpur,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Balrampur,Ramanujganj,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Balrampur,Samri(Kusmi),1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Balrampur,Shankargarh,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Balrampur,Wadrafnagar,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Eastern Plateau (Chhattisgarh)",#888888
CG,Bastar,Bakavand,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Bastar,Bastanar,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Bastar,Bastar,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Bastar,Darbha,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Bastar,Jagdalpur,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Bastar,Lohandiguda,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Bastar,Tokapal,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Bemetara,Bemetara,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Bemetara,Berla,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Bemetara,Nawagarh_1,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Bemetara,Saja,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Bemetara,Thanakhamria,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Bijapur,Bhairamgarh,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Bijapur,Bhopalpattnam,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Bijapur,Bijapur,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Bijapur,Usur,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Bilaspur,Bilaspur,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Bilaspur,Bilha,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Bilaspur,Kota,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Bilaspur,Masturi,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Bilaspur,Takhatpur,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Dantewada,Bade Bacheli,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Dantewada,Dantewada,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Dantewada,Gidam,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Dantewada,Katekalyan,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Dantewada,Kuakonda,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Dhamtari,Dhamtari,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Dhamtari,Kurud,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Dhamtari,Magarlod,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Dhamtari,Nagri,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Durg,Dhamdha,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Durg,Durg,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Durg,Patan,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Gariyaband,Bindranavagarh(Gariyaband),2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Gariyaband,Chhura,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Gariyaband,Deobhog,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Gariyaband,Mainpur,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Gariyaband,Rajim,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Gaurella Pendra Marwahi,Marwahi,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Eastern Plateau (Chhattisgarh)",#888888
CG,Gaurella Pendra Marwahi,Pendra,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Gaurella Pendra Marwahi,Pendra Road Gorella,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Eastern Plateau (Chhattisgarh)",#888888
CG,Janjgir-Champa,Akaltara,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Janjgir-Champa,Baloda,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Janjgir-Champa,Champa,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Janjgir-Champa,Dabhra,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Janjgir-Champa,Jaijaipur,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Janjgir-Champa,Janjgir,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Janjgir-Champa,Malkharoda,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Janjgir-Champa,Nawagarh,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Janjgir-Champa,Pamgarh,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Janjgir-Champa,Sakti,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Jashpur,Bagicha,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Jashpur,Duldula,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Jashpur,Farsabahar,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Jashpur,Jashpur,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Jashpur,Kansabel,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Jashpur,Kunkuri,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Jashpur,Manora,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Jashpur,Pathalgaon,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Kabirdham,Bodla,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Eastern Plateau (Chhattisgarh)",#888888
CG,Kabirdham,Kawardha,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Kabirdham,Pandariya,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Eastern Plateau (Chhattisgarh)",#888888
CG,Kabirdham,Sahaspur Lohara,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Kanker,Antagarh,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Kanker,Bhanupratappur,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Kanker,Charama,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Kanker,Durgkondal,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Kanker,Kanker,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Kanker,Narharpur,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Kanker,Pakhanjur,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Kondagaon,Bade Rajpur,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Kondagaon,Farasgaon,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Kondagaon,Keskal,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Kondagaon,Kondagaon,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Kondagaon,Makdi,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Korba,Kartala,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Korba,Katghora,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Korba,Korba,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Korba,Pali,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Korba,Poundi-Uproda,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Korea,Baikunthpur,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Korea,Bharatpur,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Eastern Plateau (Chhattisgarh)",#888888
CG,Korea,Khadganva,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Korea,Manendragarh,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Eastern Plateau (Chhattisgarh)",#888888
CG,Korea,Sonhat,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Eastern Plateau (Chhattisgarh)",#888888
CG,Mahasamund,Bagbahra,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Mahasamund,Basna,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Mahasamund,Mahasamund,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Mahasamund,Pithora,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Mahasamund,Saraipali,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Mungeli,Lormi,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Eastern Plateau (Chhattisgarh)",#888888
CG,Mungeli,Mungeli,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Mungeli,Pathariya,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Narayanpur,Narayanpur,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Narayanpur,Orchha,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Raigarh,Baramkela,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Raigarh,Gharghoda,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Raigarh,Kharsia,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Raigarh,Lailunga,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Raigarh,Pusour,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Raigarh,Raigarh,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Raigarh,Sarangarh,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Raigarh,Tamnar,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Raigarh,Udaipur (Dharamjaigarh),1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Raipur,Abhanpur,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Raipur,Arang,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Raipur,Raipur,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Raipur,Tilda,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Rajnandgaon,Ambagarh,3,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid)",#888888
CG,Rajnandgaon,Chhuikhadan,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Eastern Plateau (Chhattisgarh)",#888888
CG,Rajnandgaon,Chhuriya,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Eastern Plateau (Chhattisgarh)",#888888
CG,Rajnandgaon,Dongargaon,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Rajnandgaon,Dongargarh,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Eastern Plateau (Chhattisgarh)",#888888
CG,Rajnandgaon,Khairagarh,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Eastern Plateau (Chhattisgarh)",#888888
CG,Rajnandgaon,Manpur,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Rajnandgaon,Mohla,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Rajnandgaon,Rajnandgaon,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Sukma,Chhindgarh,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Sukma,Konta,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
CG,Sukma,Sukma,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
CG,Surajpur,Bhaiyathan,1,Eastern Plateau (Chhattisgarh),#97d5a4
CG,Surajpur,Oudgi,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Eastern Plateau (Chhattisgarh)",#888888
