State,District,Block,zone_count,zone_label,display_color
MH,Pune,Junnar,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Pune,Khed,2,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
MH,Pune,Mawal,2,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
MH,Pune,Mulshi,2,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
MH,Pune,Pune City,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Pune,Purandhar,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Pune,Shirur,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Pune,Velhe,2,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
MH,Raigad,Alibag,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Raigad,Karjat,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Raigad,Khalapur,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Raigad,Mahad,2,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
MH,Raigad,Mangaon,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Raigad,Mhasla,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Raigad,Murud,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Raigad,Panvel,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Raigad,Pen,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Raigad,Poladpur,2,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
MH,Raigad,Roha,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Raigad,Shrivardhan,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Raigad,Sudhagad,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Raigad,Tala,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Raigad,Uran,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Ratnagiri,Chiplun,2,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
MH,Ratnagiri,Dapoli,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Ratnagiri,Guhagar,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Ratnagiri,Khed,2,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
MH,Ratnagiri,Lanja,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Ratnagiri,Mandangad,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Ratnagiri,Rajapur,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Ratnagiri,Ratnagiri,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Ratnagiri,Sangameshwar,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Sangli,Atpadi,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Sangli,Jat,2,Shared: Deccan Plateau (Semi-Arid) + Karnataka Plateau (incl. Rayalaseema),#888888
MH,Sangli,Kadegaon,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Sangli,Kavathemahankal,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Sangli,Khanapur,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Sangli,Miraj,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Sangli,Palus,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Sangli,Shirala,2,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
MH,Sangli,Tasgaon,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Sangli,Walwa,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Satara,Jaoli,2,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
MH,Satara,Karad,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Satara,Khandala,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Satara,Khatav,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Satara,Koregaon,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Satara,Mahabaleshwar,2,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
MH,Satara,Man,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Satara,Patan,2,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
MH,Satara,Phaltan,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Satara,Satara,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Satara,Wai,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Sindhudurg,Devgad,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Sindhudurg,Dodamarg,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Sindhudurg,Kankavli,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Sindhudurg,Kudal,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Sindhudurg,Malwan,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Sindhudurg,Sawantwadi,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Sindhudurg,Vaibhavvadi,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Sindhudurg,Vengurla,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Solapur,Akkalkot,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Solapur,Barshi,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Solapur,Karmala,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Solapur,Madha,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Solapur,Malshiras,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Solapur,Mangalvedhe,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Solapur,Mohol,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Solapur,Pandharpur,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Solapur,Sangole,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Solapur,Solapur North,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Solapur,Solapur South,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Thane,Ambarnath,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Thane,Bhiwandi,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Thane,Kalyan,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Thane,Murbad,2,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
MH,Thane,Shahapur,2,Shared: Deccan Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid),#888888
MH,Thane,Thane,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Thane,Ulhasnagar,1,Western Ghats & Coastal Plain (Humid–Perhumid),#5e4fa2
MH,Wardha,Arvi,1,"Central Highlands (Malwa–Bundelkhand, Subhumid Dry)",#ee6445
MH,Wardha,Ashti,1,"Central Highlands (Malwa–Bundelkhand, Subhumid Dry)",#ee6445
MH,Wardha,Deoli,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Deccan Plateau (Semi-Arid)",#888888
MH,Wardha,Hinganghat,3,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid)",#888888
MH,Wardha,Karanja,1,"Central Highlands (Malwa–Bundelkhand, Subhumid Dry)",#ee6445
MH,Wardha,Samudrapur,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid)",#888888
MH,Wardha,Seloo,1,"Central Highlands (Malwa–Bundelkhand, Subhumid Dry)",#ee6445
MH,Wardha,Wardha,1,"Central Highlands (Malwa–Bundelkhand, Subhumid Dry)",#ee6445
MH,Washim,Karanja,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Washim,Malegaon,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Washim,Mangrulpir,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Washim,Manora,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Washim,Risod,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Washim,Washim,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Yavatmal,Arni,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Yavatmal,Babulgaon,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Deccan Plateau (Semi-Arid)",#888888
MH,Yavatmal,Darwha,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Yavatmal,Digras,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Yavatmal,Ghatanji,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Yavatmal,Kalamb,2,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Deccan Plateau (Semi-Arid)",#888888
MH,Yavatmal,Kelapur,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Yavatmal,Mahagaon,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Yavatmal,Maregaon,3,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid)",#888888
MH,Yavatmal,Ner,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Yavatmal,Pusad,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Yavatmal,Ralegaon,3,"Shared: Central Highlands (Malwa–Bundelkhand, Subhumid Dry) + Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid)",#888888
MH,Yavatmal,Umarkhed,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Yavatmal,Wani,2,Shared: Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
MH,Yavatmal,Yavatmal,1,Deccan Plateau (Semi-Arid),#fa9b58
MH,Yavatmal,Zari-Jamani,2,Shared: Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Anugul,Anugul,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Athmallik,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Banarpal,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Bantala,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Bikrampur,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Chhendipada,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Colliery,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Handapa,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Industrial,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Jarapada,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Kaniha,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Khamar,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Kiakata,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Kishorenagar,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,N.T.P.C.,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Nalco,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Palalahada,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Purunakot,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Rengali Damsite,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Samal Barrage,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Talcher Sadar,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Anugul,Thakurgarh,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Balangir,Balangir,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Balangir,Bangomunda,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Balangir,Belpara,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Balangir,Kantabanji,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Balangir,Khaprakhol,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Balangir,Loisinga,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Balangir,Patnagarh,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Balangir,Saintala,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Balangir,Sindhekela,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Balangir,Titlagarh,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Balangir,Turekela,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Balangir,Tushura,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Baleshwar,Balaramgadi Marine,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
OD,Baleshwar,Baleshwar (M),1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
OD,Baleshwar,Baleshwar Sadar,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Baleshwar,Baliapal,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
OD,Baleshwar,Bampada,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Baleshwar,Basta,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Baleshwar,Berhampur,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Baleshwar,Bhograi,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
OD,Baleshwar,Chandipur,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
OD,Baleshwar,Jaleswar,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Baleshwar,Kamarda,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
OD,Baleshwar,Khaira,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Baleshwar,Nilagiri,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Baleshwar,Oupada,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Baleshwar,Raibania,3,Shared: Assam & Bengal Plain (Subhumid–Humid) + Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Baleshwar,Remuna,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Baleshwar,Rupsa,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Baleshwar,Sahadevkhunta,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
OD,Baleshwar,Similia,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Baleshwar,Singla,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
OD,Baleshwar,Soro,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Bargarh,Ambabhona,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Bargarh,Attabira,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Bargarh,Barapali,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Bargarh,Bargarh,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Bargarh,Bargarh Sadar,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Bargarh,Bhatli,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Bargarh,Bheden,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Bargarh,Bijepur,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Bargarh,Burdenp.S.,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Bargarh,Gaisilet,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Bargarh,Jharbandha,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Bargarh,Melchhamunda,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Bargarh,Padmapur,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Bargarh,Paikamal,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Bargarh,Sohela,2,Shared: Eastern Plateau (Chhattisgarh) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Bhadrak,Agarpada,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Bhadrak,Bansada,2,Shared: Assam & Bengal Plain (Subhumid–Humid) + Eastern Coastal Plain (Subhumid–Semi-Arid),#888888
OD,Bhadrak,Bant,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Bhadrak,Basudebpur,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
OD,Bhadrak,Bhadrak Rural,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Bhadrak,Bhandari Pokhari,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Bhadrak,Chandabali,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
OD,Bhadrak,Dhamanagar,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Bhadrak,Dhamara Marine,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
OD,Bhadrak,Dhusuri,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Bhadrak,Naikanidihi,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
OD,Bhadrak,Tihidi,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Boudh,Baudh Sadar,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Boudh,Baunsuni,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Boudh,Harbhanga,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Boudh,Kantamal,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Boudh,Manamunda,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Boudh,Puruna Katak,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Cuttack,Athagad,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Cuttack,Badamba,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Cuttack,Baidyeswar,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Cuttack,Banki,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Cuttack,Barang,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Cuttack,C.R.R.I.,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Cuttack,Choudwar,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Cuttack,Cuttack (M.Corp.) P.S,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Cuttack,Cuttack Sadar,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Cuttack,Gobindpur,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Cuttack,Gurudijhatia,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Cuttack,Jagatpur,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Cuttack,Kandarpur,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Cuttack,Kanpur,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Cuttack,Khuntuni,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Cuttack,Kishannagar,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Cuttack,Mahanga,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Cuttack,Narasinghpur,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Cuttack,Nemalo,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Cuttack,Niali,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
OD,Cuttack,Nischintakoili,2,Shared: Eastern Coastal Plain (Subhumid–Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
OD,Cuttack,Olatapur,1,Eastern Coastal Plain (Subhumid–Semi-Arid),#fff1a8
OD,Cuttack,Salepur,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Cuttack,Tangi,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Cuttack,Tigiria,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Deogarh,Barkot,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Deogarh,Debagarh,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Deogarh,Kundheigola,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Deogarh,Reamal,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Dhenkanal,Balimi,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Dhenkanal,Bhuban,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Dhenkanal,Bhusan Steel Limited,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Dhenkanal,Dhenkanal Sadar,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Dhenkanal,Gandia,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Dhenkanal,Hindol,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Dhenkanal,Kamakshyanagar,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Dhenkanal,Kankadahad,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Dhenkanal,Motunga,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Dhenkanal,Nihalprasad,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Dhenkanal,Parajang,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Dhenkanal,Rasol,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Dhenkanal,Tumusingha,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
OD,Gajapati,Adava,1,Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#5cb7aa
